"Канал сбыта",,"АльтГруппаЗакупок",,"КалендГод/Неделя","Календарный месяц","КалендГод/Месяц","ТК",,"Категория (текущая)","Товар",,"Поставщик (по ОЗМ)",,"Подкатегория (текущ)","Поставщик (текущий)",,"Постоянный поставщик","ФактПоставщик(текущ)","RUB","RUB","RUB","ШТ","ШТ"
"10","Продажа через кассы","P04","Крепкий алкоголь","49.2025","12","12.2025","0001","Лента 001","Виски","260301043020","Виски JOHNNIE WALKER Red Label Шотл 1L","117178","ООО ""МАРКЕТ ГРУПП""","Виски Шотландский","8134","ООО ""Лента"", РЦ 8134","Не присвоено","ООО ""Новабев Маркет""","5,540.26000","6,296.67 ","7,556.00 ",4.000,4.000
